Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-36478-80-6,172.16.0.1,36478,192.168.10.50,80,6,5/7/2017 10:43,98318187,7,7,336,11595,330,0,48,124.3704145,5792,0,1656.428571,2118.227235,121.3508951,0.142394815,7562937.462,2.73E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,7820,1303.333333,2749.727744,6909,14,0,0,0,0,220,232,0.071197407,0.071197407,0,5792,795.4,1620.110834,2624759.114,0,0,0,0,1,0,0,0,1,852.2142857,48,1656.428571,220,0,0,0,0,0,0,7,336,7,11595,251,235,2,20,987,0,987,987,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36474-80-6,172.16.0.1,36474,192.168.10.50,80,6,5/7/2017 10:43,98320714,9,6,383,11595,383,0,42.55555556,127.6666667,5792,0,1932.5,2181.008184,121.8258037,0.152561951,7022908.143,2.63E+07,9.83E+07,0,9.83E+07,1.23E+07,3.48E+07,9.83E+07,0,7421,1484.2,3056.818559,6951,45,0,0,0,0,296,200,0.091537171,0.061024781,0,5792,748.625,1578.416501,2491398.65,0,0,0,0,1,0,0,0,0,798.5333333,42.55555556,1932.5,296,0,0,0,0,0,0,9,383,6,11595,251,235,1,32,995,0,995,995,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36480-80-6,172.16.0.1,36480,192.168.10.50,80,6,5/7/2017 10:43,98317174,10,6,321,11595,321,0,32.1,101.5091129,5792,0,1932.5,2534.051598,121.199578,0.162738608,6554478.267,2.54E+07,9.83E+07,1,9.83E+07,1.09E+07,3.28E+07,9.83E+07,1,4854,970.8,1702.358276,3993,12,0,0,0,0,328,200,0.10171163,0.061026978,0,5792,700.9411765,1700.460433,2891565.684,0,0,0,0,1,0,0,0,0,744.75,32.1,1932.5,328,0,0,0,0,0,0,10,321,6,11595,251,235,1,32,1018,0,1018,1018,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36476-80-6,172.16.0.1,36476,192.168.10.50,80,6,5/7/2017 10:43,98319379,7,5,375,11595,375,0,53.57142857,141.7366774,7240,0,2319,3003.171157,121.7460904,0.122051218,8938125.364,2.96E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,8158,2039.5,3384.279392,7092,60,0,0,0,0,232,168,0.071196544,0.050854674,0,7240,920.7692308,2083.346073,4340330.859,0,0,0,0,1,0,0,0,0,997.5,53.57142857,2319,232,0,0,0,0,0,0,7,375,5,11595,251,235,1,32,3,0,3,3,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36482-80-6,172.16.0.1,36482,192.168.10.50,80,6,5/7/2017 10:43,98310194,8,6,367,11595,367,0,45.875,129.7540943,5792,0,1932.5,2534.051598,121.6760899,0.142406392,7562322.615,2.73E+07,9.83E+07,0,9.83E+07,1.40E+07,3.72E+07,9.83E+07,0,4908,981.6,1720.386381,4028,14,0,0,0,0,264,200,0.081375081,0.061031311,0,5792,797.4666667,1795.029203,3222129.838,0,0,0,0,1,0,0,0,0,854.4285714,45.875,1932.5,264,0,0,0,0,0,0,8,367,6,11595,274,235,1,32,1000,0,1000,1000,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36484-80-6,172.16.0.1,36484,192.168.10.50,80,6,5/7/2017 10:43,98116910,9,6,344,11595,344,0,38.22222222,114.6666667,5792,0,1932.5,2534.051598,121.6813697,0.152878846,7008350.714,2.62E+07,9.81E+07,0,9.81E+07,1.23E+07,3.47E+07,9.81E+07,0,4596,919.2,1781.900166,4104,47,0,0,0,0,296,200,0.091727308,0.061151539,0,5792,746.1875,1745.92914,3048268.563,0,0,0,0,1,0,0,0,0,795.9333333,38.22222222,1932.5,296,0,0,0,0,0,0,9,344,6,11595,251,235,1,32,2023,0,2023,2023,9.81E+07,0,9.81E+07,9.81E+07,DoS Hulk
172.16.0.1-192.168.10.50-36488-80-6,172.16.0.1,36488,192.168.10.50,80,6,5/7/2017 10:43,98118726,7,7,316,11595,292,0,45.14285714,108.8905086,5792,0,1656.428571,2429.118623,121.393749,0.142684282,7547594.308,2.72E+07,9.81E+07,1,9.81E+07,1.64E+07,4.00E+07,9.81E+07,1,9.81E+07,1.64E+07,4.01E+07,9.81E+07,2,0,0,0,0,184,232,0.071342141,0.071342141,0,5792,794.4666667,1797.374628,3230555.552,1,0,0,0,0,0,0,0,1,851.2142857,45.14285714,1656.428571,184,0,0,0,0,0,0,7,316,7,11595,0,235,4,20,12999,0,12999,12999,9.81E+07,0,9.81E+07,9.81E+07,DoS Hulk
172.16.0.1-192.168.10.50-36490-80-6,172.16.0.1,36490,192.168.10.50,80,6,5/7/2017 10:43,98118583,8,6,354,11595,348,0,44.25,122.7514911,5792,0,1932.5,2537.820147,121.7812124,0.14268449,7547583.308,2.72E+07,9.81E+07,1,9.81E+07,1.40E+07,3.71E+07,9.81E+07,1,2116,423.2,791.4769106,1834,2,0,0,0,0,252,200,0.081533994,0.061150496,0,5792,796.6,1797.072214,3229468.543,0,0,0,0,1,0,0,0,0,853.5,44.25,1932.5,252,0,0,0,0,0,0,8,354,6,11595,274,235,2,20,1007,0,1007,1007,9.81E+07,0,9.81E+07,9.81E+07,DoS Hulk
172.16.0.1-192.168.10.50-36492-80-6,172.16.0.1,36492,192.168.10.50,80,6,5/7/2017 10:43,98310962,7,5,362,11595,362,0,51.71428571,136.8231392,10147,0,2319,4420.67608,121.6242803,0.122061668,8937360.182,2.96E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,2456,614,831.647762,1835,4,0,0,0,0,232,168,0.07120264,0.050859028,0,10147,919.7692308,2801.661357,7849306.359,0,0,0,0,1,0,0,0,0,996.4166667,51.71428571,2319,232,0,0,0,0,0,0,7,362,5,11595,274,235,1,32,7,0,7,7,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36494-80-6,172.16.0.1,36494,192.168.10.50,80,6,5/7/2017 10:43,98315176,9,6,383,11595,383,0,42.55555556,127.6666667,4344,0,1932.5,1754.831473,121.832666,0.152570545,7022512.571,2.63E+07,9.83E+07,1,9.83E+07,1.23E+07,3.48E+07,9.83E+07,1,7909,1581.8,3088.42884,7093,15,0,0,0,0,296,200,0.091542327,0.061028218,0,4344,748.625,1390.063877,1932277.583,0,0,0,0,1,0,0,0,0,798.5333333,42.55555556,1932.5,296,0,0,0,0,0,0,9,383,6,11595,274,235,1,32,2026,0,2026,2026,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36496-80-6,172.16.0.1,36496,192.168.10.50,80,6,5/7/2017 10:43,98124359,9,5,311,11595,311,0,34.55555556,103.6666667,5792,0,2319,2423.629716,121.3358245,0.142676091,7548027.615,2.72E+07,9.81E+07,1,9.81E+07,1.23E+07,3.47E+07,9.81E+07,1,9111,2277.75,3306.574902,7102,62,0,0,0,0,296,168,0.091720344,0.050955747,0,5792,793.7333333,1711.959215,2930804.352,0,0,0,0,1,0,0,0,0,850.4285714,34.55555556,2319,296,0,0,0,0,0,0,9,311,5,11595,251,235,1,32,1006,0,1006,1006,9.81E+07,0,9.81E+07,9.81E+07,DoS Hulk
172.16.0.1-192.168.10.50-36500-80-6,172.16.0.1,36500,192.168.10.50,80,6,5/7/2017 10:43,98316845,6,4,367,11595,367,0,61.16666667,149.8271226,8688,0,2898.75,4095.56617,121.6678586,0.10171197,1.09E+07,3.28E+07,9.83E+07,1,9.83E+07,1.97E+07,4.40E+07,9.83E+07,1,8492,2830.666667,2990.288671,6075,185,0,0,0,0,200,136,0.061027182,0.040684788,0,8688,1087.454545,2665.680977,7105855.073,0,0,0,0,1,0,0,0,0,1196.2,61.16666667,2898.75,200,0,0,0,0,0,0,6,367,4,11595,274,235,1,32,4,0,4,4,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36498-80-6,172.16.0.1,36498,192.168.10.50,80,6,5/7/2017 10:43,98317671,6,7,339,11595,321,0,56.5,129.6113421,5792,0,1656.428571,2120.732252,121.3820453,0.13222445,8193139.25,2.84E+07,9.83E+07,46,9.83E+07,1.97E+07,4.40E+07,9.83E+07,50,9.83E+07,1.64E+07,4.01E+07,9.83E+07,46,0,0,0,0,164,232,0.061026669,0.071197781,0,5792,852.8571429,1666.673142,2777799.363,1,0,0,0,0,0,0,0,1,918.4615385,56.5,1656.428571,164,0,0,0,0,0,0,6,339,7,11595,0,235,3,20,15941,0,15941,15941,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36502-80-6,172.16.0.1,36502,192.168.10.50,80,6,5/7/2017 10:43,98315928,5,6,329,11595,317,0,65.8,140.4571109,7240,0,1932.5,3126.682571,121.2824844,0.111884211,9831592.8,3.11E+07,9.83E+07,3,9.83E+07,2.46E+07,4.91E+07,9.83E+07,146,9.83E+07,1.97E+07,4.40E+07,9.83E+07,52,0,0,0,0,144,200,0.050856459,0.061027751,0,7240,994.1666667,2326.297207,5411658.697,1,0,0,0,0,0,0,0,1,1084.545455,65.8,1932.5,144,0,0,0,0,0,0,5,329,6,11595,0,235,2,20,17012,0,17012,17012,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36512-80-6,172.16.0.1,36512,192.168.10.50,80,6,5/7/2017 10:43,98310316,8,4,350,11595,344,0,43.75,121.3374868,11595,0,2898.75,5797.5,121.503017,0.12206247,8937301.455,2.96E+07,9.83E+07,1,9.83E+07,1.40E+07,3.72E+07,9.83E+07,1,2086,695.3333333,604.8076829,1132,5,0,0,0,0,252,136,0.08137498,0.04068749,0,11595,918.8461538,3209.189665,1.03E+07,0,0,0,0,1,0,0,0,0,995.4166667,43.75,2898.75,252,0,0,0,0,0,0,8,350,4,11595,274,235,2,20,999,0,999,999,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36510-80-6,172.16.0.1,36510,192.168.10.50,80,6,5/7/2017 10:43,98313668,7,5,292,11595,292,0,41.71428571,110.3656261,10147,0,2319,4420.67608,120.9089259,0.122058308,8937606.182,2.96E+07,9.83E+07,3,9.83E+07,1.64E+07,4.01E+07,9.83E+07,3,3403,850.75,920.2515508,1969,5,0,0,0,0,232,168,0.07120068,0.050857628,0,10147,914.3846154,2802.889686,7856190.59,0,0,0,0,1,0,0,0,0,990.5833333,41.71428571,2319,232,0,0,0,0,0,0,7,292,5,11595,274,235,1,32,997,0,997,997,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36508-80-6,172.16.0.1,36508,192.168.10.50,80,6,5/7/2017 10:43,98315607,8,5,354,11595,348,0,44.25,122.7514911,7251,0,2319,3337.608875,121.5371635,0.132227226,8192967.25,2.84E+07,9.83E+07,3,9.83E+07,1.40E+07,3.72E+07,9.83E+07,3,4289,1072.25,1367.786868,3031,92,0,0,0,0,252,168,0.081370601,0.050856625,0,7251,853.5,2172.733222,4720769.654,0,0,0,0,1,0,0,0,0,919.1538462,44.25,2319,252,0,0,0,0,0,0,8,354,5,11595,274,235,2,20,3983,0,3983,3983,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36514-80-6,172.16.0.1,36514,192.168.10.50,80,6,5/7/2017 10:43,98310887,7,6,361,11595,337,0,51.57142857,125.8939463,5803,0,1932.5,2993.818147,121.6142013,0.132233574,8192573.917,2.84E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,9.83E+07,1.97E+07,4.40E+07,9.83E+07,2,0,0,0,0,184,200,0.071202694,0.061030881,0,5803,854.4285714,2096.061278,4393472.879,1,0,0,0,0,0,0,0,0,920.1538462,51.57142857,1932.5,184,0,0,0,0,0,0,7,361,6,11595,0,235,4,20,12978,0,12978,12978,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36530-80-6,172.16.0.1,36530,192.168.10.50,80,6,5/7/2017 10:43,98312667,6,7,393,11595,375,0,65.5,151.651904,5792,0,1656.428571,2279.562813,121.9374915,0.13223118,8192722.25,2.84E+07,9.83E+07,0,9.83E+07,1.97E+07,4.40E+07,9.83E+07,0,9.83E+07,1.64E+07,4.01E+07,9.83E+07,2,0,0,0,0,164,232,0.061029776,0.071201405,0,5792,856.7142857,1759.590574,3096158.989,1,0,0,0,0,0,0,0,1,922.6153846,65.5,1656.428571,164,0,0,0,0,0,0,6,393,7,11595,0,235,3,20,14000,0,14000,14000,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36532-80-6,172.16.0.1,36532,192.168.10.50,80,6,5/7/2017 10:43,98311842,7,4,318,11595,312,0,45.42857143,117.5682173,11595,0,2898.75,5797.5,121.1756362,0.111888861,9831184.2,3.11E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,1970,656.6666667,669.5978893,1342,4,0,0,0,0,220,136,0.071202002,0.040686858,0,11595,992.75,3340.043199,1.12E+07,0,0,0,0,1,0,0,0,0,1083,45.42857143,2898.75,220,0,0,0,0,0,0,7,318,4,11595,274,235,2,20,1994,0,1994,1994,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36522-80-6,172.16.0.1,36522,192.168.10.50,80,6,5/7/2017 10:43,98318725,7,4,323,11595,317,0,46.14285714,119.4577032,7251,0,2898.75,3551.353298,121.2180081,0.111881028,9831872.5,3.11E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,8458,2819.333333,2991.02697,6058,161,0,0,0,0,220,136,0.071197018,0.04068401,0,7251,993.1666667,2329.871274,5428300.152,0,0,0,0,1,0,0,0,0,1083.454545,46.14285714,2898.75,220,0,0,0,0,0,0,7,323,4,11595,274,235,2,20,1012,0,1012,1012,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36524-80-6,172.16.0.1,36524,192.168.10.50,80,6,5/7/2017 10:43,98316862,7,6,335,11595,335,0,47.85714286,126.6180985,5792,0,1932.5,2362.781391,121.3423594,0.132225538,8193071.833,2.84E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,1,7517,1503.4,1950.158788,4021,47,0,0,0,0,232,200,0.071198367,0.061027172,0,5792,852.1428571,1759.964548,3097475.209,0,0,0,0,1,0,0,0,0,917.6923077,47.85714286,1932.5,232,0,0,0,0,0,0,7,335,6,11595,251,235,1,32,193,0,193,193,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36526-80-6,172.16.0.1,36526,192.168.10.50,80,6,5/7/2017 10:43,98320775,7,6,302,11595,296,0,43.14285714,111.5219389,5792,0,1932.5,2534.051598,121.0018941,0.132220276,8193397.917,2.84E+07,9.83E+07,3,9.83E+07,1.64E+07,4.01E+07,9.83E+07,3,8469,1693.8,2189.303702,4167,47,0,0,0,0,220,200,0.071195533,0.061024743,0,5792,849.7857143,1849.993271,3422475.104,0,0,0,0,1,0,0,0,0,915.1538462,43.14285714,1932.5,220,0,0,0,0,0,0,7,302,6,11595,274,235,2,20,1003,0,1003,1003,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36534-80-6,172.16.0.1,36534,192.168.10.50,80,6,5/7/2017 10:43,98315976,5,5,349,11595,337,0,69.8,149.3994645,11595,0,2319,5185.44164,121.4858509,0.101712869,1.09E+07,3.28E+07,9.83E+07,6,9.83E+07,2.46E+07,4.91E+07,9.83E+07,592,9.83E+07,2.46E+07,4.92E+07,9.83E+07,6,0,0,0,0,144,168,0.050856435,0.050856435,0,11595,1086.363636,3486.770089,1.22E+07,1,0,0,0,0,0,0,0,1,1195,69.8,2319,144,0,0,0,0,0,0,5,349,5,11595,0,235,2,20,12991,0,12991,12991,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36528-80-6,172.16.0.1,36528,192.168.10.50,80,6,5/7/2017 10:43,98320634,8,6,344,11595,344,0,43,121.6223664,5792,0,1932.5,2537.820147,121.4292414,0.142391271,7563125.692,2.73E+07,9.83E+07,1,9.83E+07,1.40E+07,3.72E+07,9.83E+07,1,9228,1845.6,2714.60813,6121,2,0,0,0,0,264,200,0.08136644,0.06102483,0,5792,795.9333333,1797.332963,3230405.781,0,0,0,0,1,0,0,0,0,852.7857143,43,1932.5,264,0,0,0,0,0,0,8,344,6,11595,251,235,1,32,4,0,4,4,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36520-80-6,172.16.0.1,36520,192.168.10.50,80,6,5/7/2017 10:43,98326007,8,5,326,11595,314,0,40.75,110.4429394,8688,0,2319,3774.237539,121.2395414,0.13221324,8193833.917,2.84E+07,9.83E+07,1,9.83E+07,1.40E+07,3.72E+07,9.83E+07,1,13765,3441.25,3849.156823,7335,69,0,0,0,0,240,168,0.081361994,0.050851246,0,8688,851.5,2382.891222,5678170.577,0,0,0,0,1,0,0,0,0,917,40.75,2319,240,0,0,0,0,0,0,8,326,5,11595,251,235,3,20,1954,0,1954,1954,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36536-80-6,172.16.0.1,36536,192.168.10.50,80,6,5/7/2017 10:43,98318909,6,6,375,11595,375,0,62.5,153.0931089,4355,0,1932.5,2182.468304,121.7466724,0.122051802,8938082.636,2.96E+07,9.83E+07,1,9.83E+07,1.97E+07,4.40E+07,9.83E+07,1,5506,1101.2,1427.113766,3064,16,0,0,0,0,200,200,0.061025901,0.061025901,0,4355,920.7692308,1716.153507,2945182.859,0,0,0,0,1,0,0,0,1,997.5,62.5,1932.5,200,0,0,0,0,0,0,6,375,6,11595,274,235,1,32,3,0,3,3,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36540-80-6,172.16.0.1,36540,192.168.10.50,80,6,5/7/2017 10:43,98318822,5,7,368,11595,356,0,73.6,157.8949018,5792,0,1656.428571,2425.837852,121.6755831,0.12205191,8938074.727,2.96E+07,9.83E+07,5,9.83E+07,2.46E+07,4.91E+07,9.83E+07,5,9.83E+07,1.64E+07,4.01E+07,9.83E+07,46,0,0,0,0,144,232,0.050854962,0.071196947,0,5792,920.6923077,1906.600438,3635125.231,1,0,0,0,0,0,0,0,1,997.4166667,73.6,1656.428571,144,0,0,0,0,0,0,5,368,7,11595,0,235,2,20,13981,0,13981,13981,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36538-80-6,172.16.0.1,36538,192.168.10.50,80,6,5/7/2017 10:43,98318012,5,5,324,11595,312,0,64.8,138.2215613,8699,0,2319,3780.562524,121.2290582,0.101710763,1.09E+07,3.28E+07,9.83E+07,5,9.83E+07,2.46E+07,4.91E+07,9.83E+07,5,9.83E+07,2.46E+07,4.92E+07,9.83E+07,193,0,0,0,0,144,168,0.050855381,0.050855381,0,8699,1084.090909,2668.877759,7122908.491,1,0,0,0,0,0,0,0,1,1192.5,64.8,2319,144,0,0,0,0,0,0,5,324,5,11595,0,235,2,20,14000,0,14000,14000,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36544-80-6,172.16.0.1,36544,192.168.10.50,80,6,5/7/2017 10:43,98313030,6,6,347,11595,347,0,57.83333333,141.6621568,5792,0,1932.5,2537.820147,121.4691481,0.1220591,8937548.182,2.96E+07,9.83E+07,1,9.83E+07,1.97E+07,4.40E+07,9.83E+07,1,4675,935,1271.254105,2958,47,0,0,0,0,200,200,0.06102955,0.06102955,0,5792,918.6153846,1909.631227,3646691.423,0,0,0,0,1,0,0,0,1,995.1666667,57.83333333,1932.5,200,0,0,0,0,0,0,6,347,6,11595,274,235,1,32,4,0,4,4,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36542-80-6,172.16.0.1,36542,192.168.10.50,80,6,5/7/2017 10:43,98316791,8,6,376,11595,376,0,47,132.9360749,5792,0,1932.5,2537.820147,121.7594663,0.142396836,7562830.077,2.73E+07,9.83E+07,0,9.83E+07,1.40E+07,3.72E+07,9.83E+07,0,6361,1272.2,1614.725116,3188,47,0,0,0,0,264,200,0.081369621,0.061027216,0,5792,798.0666667,1796.777133,3228408.067,0,0,0,0,1,0,0,0,0,855.0714286,47,1932.5,264,0,0,0,0,0,0,8,376,6,11595,251,235,1,32,1000,0,1000,1000,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36546-80-6,172.16.0.1,36546,192.168.10.50,80,6,5/7/2017 10:43,98314760,6,7,364,11595,346,0,60.66666667,139.815116,5792,0,1656.428571,2425.837852,121.6399247,0.132228365,8192896.667,2.84E+07,9.83E+07,1,9.83E+07,1.97E+07,4.40E+07,9.83E+07,1,9.83E+07,1.64E+07,4.01E+07,9.83E+07,47,0,0,0,0,164,232,0.061028476,0.071199889,0,5792,854.6428571,1848.252464,3416037.17,1,0,0,0,0,0,0,0,1,920.3846154,60.66666667,1656.428571,164,0,0,0,0,0,0,6,364,7,11595,0,235,3,20,13006,0,13006,13006,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36548-80-6,172.16.0.1,36548,192.168.10.50,80,6,5/7/2017 10:43,98310996,6,5,314,11595,296,0,52.33333333,119.4079841,11584,0,2319,5179.294643,121.1359917,0.111889824,9831099.6,3.11E+07,9.83E+07,9,9.83E+07,1.97E+07,4.40E+07,9.83E+07,9,9.83E+07,2.46E+07,4.92E+07,9.83E+07,186,0,0,0,0,164,168,0.061030813,0.050859011,0,11584,992.9166667,3336.388016,1.11E+07,1,0,0,0,0,0,0,0,0,1083.181818,52.33333333,2319,164,0,0,0,0,0,0,6,314,5,11595,0,235,3,20,13054,0,13054,13054,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36550-80-6,172.16.0.1,36550,192.168.10.50,80,6,5/7/2017 10:43,98310719,9,6,329,11595,329,0,36.55555556,109.6666667,5792,0,1932.5,2537.820147,121.2889105,0.152577462,7022194.214,2.63E+07,9.83E+07,0,9.83E+07,1.23E+07,3.48E+07,9.83E+07,0,5028,1005.6,1508.357153,3571,48,0,0,0,0,296,200,0.091546477,0.061030985,0,5792,745.25,1747.986899,3055458.2,0,0,0,0,1,0,0,0,0,794.9333333,36.55555556,1932.5,296,0,0,0,0,0,0,9,329,6,11595,274,235,1,32,990,0,990,990,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36556-80-6,172.16.0.1,36556,192.168.10.50,80,6,5/7/2017 10:43,98307934,7,6,332,11595,332,0,47.42857143,125.484205,4344,0,1932.5,2178.085008,121.3228629,0.132237547,8192327.833,2.84E+07,9.83E+07,0,9.83E+07,1.64E+07,4.01E+07,9.83E+07,0,4614,922.8,1703.977465,3959,17,0,0,0,0,232,200,0.071204833,0.061032714,0,4344,851.9285714,1665.876552,2775144.687,0,0,0,0,1,0,0,0,0,917.4615385,47.42857143,1932.5,232,0,0,0,0,0,0,7,332,6,11595,251,235,1,32,5,0,5,5,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36552-80-6,172.16.0.1,36552,192.168.10.50,80,6,5/7/2017 10:43,98105846,5,7,326,11595,314,0,65.2,139.1157791,5792,0,1656.428571,2425.837852,121.5116172,0.12231687,8918713.273,2.96E+07,9.81E+07,10,9.81E+07,2.45E+07,4.90E+07,9.81E+07,923,9.81E+07,1.64E+07,4.00E+07,9.81E+07,10,0,0,0,0,144,232,0.050965362,0.071351507,0,5792,917.4615385,1907.672343,3639213.769,1,0,0,0,0,0,0,0,1,993.9166667,65.2,1656.428571,144,0,0,0,0,0,0,5,326,7,11595,0,235,2,20,13999,0,13999,13999,9.81E+07,0,9.81E+07,9.81E+07,DoS Hulk
172.16.0.1-192.168.10.50-36554-80-6,172.16.0.1,36554,192.168.10.50,80,6,5/7/2017 10:43,98309847,9,6,314,11595,314,0,34.88888889,104.6666667,5792,0,1932.5,2181.008184,121.1374075,0.152578815,7022131.929,2.63E+07,9.83E+07,1,9.83E+07,1.23E+07,3.48E+07,9.83E+07,1,6598,1319.6,2698.833322,6146,46,0,0,0,0,296,200,0.091547289,0.061031526,0,5792,744.3125,1579.575881,2495059.963,0,0,0,0,1,0,0,0,0,793.9333333,34.88888889,1932.5,296,0,0,0,0,0,0,9,314,6,11595,251,235,1,32,1009,0,1009,1009,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
172.16.0.1-192.168.10.50-36558-80-6,172.16.0.1,36558,192.168.10.50,80,6,5/7/2017 10:43,98310350,8,6,356,11595,356,0,44.5,125.8650071,4344,0,1932.5,2178.085008,121.5640062,0.142406166,7562334.615,2.73E+07,9.83E+07,1,9.83E+07,1.40E+07,3.72E+07,9.83E+07,1,6003,1200.6,1691.755686,3911,31,0,0,0,0,264,200,0.081374952,0.061031214,0,4344,796.7333333,1619.801243,2623756.067,0,0,0,0,1,0,0,0,0,853.6428571,44.5,1932.5,264,0,0,0,0,0,0,8,356,6,11595,274,235,1,32,1017,0,1017,1017,9.83E+07,0,9.83E+07,9.83E+07,DoS Hulk
